district,cycle,real_data,territorial,avg_counting_hedging_corp,avg_counting_hedging_corp_dem_primary,avg_counting_hedging_corp_rep_primary,hedging_money_general_corp,hedging_money_dem_primary_corp,hedging_money_rep_primary_corp,avg_counting_hedging_ind,avg_counting_hedging_ind_dem_primary,avg_counting_hedging_ind_rep_primary,hedging_money_general_ind,hedging_money_dem_primary_ind,hedging_money_rep_primary_ind,avg_counting_hedging_smallind,avg_counting_hedging_smallind_dem_primary,avg_counting_hedging_smallind_rep_primary,hedging_money_general_smallind,hedging_money_dem_primary_smallind,hedging_money_rep_primary_smallind
AL01,1986,1.0,0,1.5,1.0,1.0,500.77464788732397,0.0,0.0,1.0,1.0,1.0,615.3846153846154,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0
AL01,1988,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,1.0,1.0,669.8878504672897,500.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0
AL01,1990,1.0,0,1.0,0.0,1.0,683.9791666666666,0.0,0.0,1.0,0.0,1.0,681.8181818181819,0.0,875.0,0.0,0.0,1.0,0.0,0.0,0.0
AL01,1992,1.0,0,1.0,1.0,1.0,877.816,0.0,0.0,1.0,0.0,1.0,407.14285714285717,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0
AL01,1994,1.0,0,1.0,1.0,1.0,1296.3095238095239,0.0,0.0,1.0,1.0,1.0,468.0327868852459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL01,1996,1.0,0,1.0,1.0,1.0,1103.8938053097345,0.0,0.0,1.0,1.0,1.0,545.6204379562043,0.0,666.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0
AL01,1998,1.0,0,1.0,1.0,1.0,1049.1176470588234,0.0,0.0,1.0,0.0,1.0,605.5555555555555,0.0,562.5,0.0,0.0,0.0,0.0,0.0,0.0
AL01,2000,1.0,0,1.0,0.0,1.0,1494.6973684210527,0.0,0.0,1.0,0.0,1.0,653.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL01,2002,1.0,0,2.0,2.0,3.0,1559.337899543379,3675.0,781.6,2.5,2.0,5.0,582.0472727272727,250.0,694.0425531914893,0.0,0.0,0.0,0.0,0.0,0.0
AL01,2004,1.0,0,2.5,1.0,4.0,2255.1,0.0,1333.6666666666667,1.5,1.0,4.0,942.178640776699,475.0,864.2857142857143,1.0,1.0,0.0,600.0,0.0,0.0
AL02,1980,1.0,0,1.5,0.0,1.0,429.9625,0.0,0.0,1.0,0.0,1.0,636.3636363636364,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AL02,1982,1.0,0,1.0,2.0,1.0,777.2556390977444,0.0,0.0,1.0,1.0,1.0,799.1803278688525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL02,1984,1.0,0,1.5,2.0,1.0,1668.513043478261,0.0,0.0,1.0,1.0,1.0,764.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL02,1986,1.0,0,1.0,0.0,1.0,1885.797619047619,0.0,0.0,1.0,0.0,1.0,647.0588235294117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL02,1988,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,687.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL02,1990,1.0,0,1.0,1.0,1.0,1430.5384615384614,0.0,0.0,1.0,1.0,1.0,455.0990099009901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL02,1992,1.0,0,3.0,4.0,3.0,1786.8264462809918,2000.0,750.0,1.5,3.0,3.0,561.1952506596306,438.8888888888889,462.5,0.0,0.0,0.0,0.0,0.0,0.0
AL02,1994,1.0,0,1.0,3.0,2.0,1156.3188405797102,300.0,0.0,1.5,0.0,1.0,388.7573964497041,0.0,362.5,1.0,0.0,0.0,100.0,0.0,0.0
AL02,1996,1.0,0,1.5,1.0,2.0,1627.2978723404256,0.0,82.5,1.5,1.0,1.0,547.1173184357542,0.0,687.5,0.0,0.0,0.0,0.0,0.0,0.0
AL02,1998,1.0,0,1.0,1.0,2.0,1203.9411764705883,0.0,0.0,1.5,1.0,1.0,451.03731343283584,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0
AL02,2000,1.0,0,1.0,1.0,1.0,1429.111111111111,0.0,0.0,1.0,1.0,1.0,448.94736842105266,0.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0
AL02,2002,1.0,0,1.0,0.0,1.0,1507.1625,0.0,5000.0,1.0,0.0,1.0,658.5227272727273,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0
AL02,2004,1.0,0,1.0,0.0,1.0,1577.5625,0.0,0.0,1.0,0.0,1.0,903.2110091743119,0.0,1460.0,0.0,0.0,0.0,0.0,0.0,0.0
AL03,1980,1.0,0,1.0,1.0,0.0,486.1621621621622,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL03,1982,1.0,0,1.0,1.0,0.0,440.7027027027027,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL03,1984,1.0,0,1.0,1.0,0.0,506.5593220338983,0.0,0.0,1.0,1.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL03,1986,1.0,0,1.0,1.0,0.0,514.1578947368421,0.0,0.0,1.0,1.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL03,1988,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL03,1990,1.0,0,3.0,6.0,2.0,1814.78,687.5,0.0,1.5,4.0,3.0,530.2893890675241,400.0,587.5,0.0,0.0,0.0,0.0,0.0,0.0
AL03,1992,1.0,0,1.0,1.0,1.0,860.5681818181819,0.0,0.0,1.0,1.0,1.0,539.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL03,1994,1.0,0,1.0,2.0,0.0,791.047619047619,0.0,0.0,1.5,1.0,1.0,526.3095238095239,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL03,1996,1.0,0,2.0,3.0,4.0,1936.9473684210527,1055.25,2500.0,1.0,3.0,5.0,530.1305084745762,318.75,1087.7142857142858,0.0,0.0,0.0,0.0,0.0,0.0
AL03,1998,1.0,0,1.0,1.0,2.0,1970.3784860557769,0.0,4655.333333333333,1.0,1.0,1.0,489.9005736137667,725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL03,2000,1.0,0,1.0,0.0,1.0,1367.8725490196077,0.0,17892.0,1.0,0.0,1.0,425.0,0.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0
AL03,2002,1.0,0,1.5,2.0,3.0,2755.9615384615386,1535.0,11460.4,1.0,3.0,3.0,627.8288590604027,700.0,666.6666666666666,1.0,0.0,0.0,100.0,0.0,0.0
AL03,2004,1.0,0,1.5,1.0,1.0,2456.467889908257,5000.0,0.0,1.5,3.0,2.0,897.5607638888889,500.0,1214.68,1.0,0.0,0.0,150.0,0.0,0.0
AL04,1980,1.0,0,1.0,1.0,0.0,444.7741935483871,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AL04,1982,1.0,0,1.0,1.0,0.0,396.55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL04,1984,1.0,0,1.0,1.0,0.0,528.7362637362637,0.0,0.0,1.0,1.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL04,1986,1.0,0,1.0,1.0,0.0,597.6333333333333,0.0,0.0,1.0,1.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL04,1988,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,607.1428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL04,1990,1.0,0,1.0,1.0,0.0,791.3260869565217,0.0,0.0,1.0,1.0,0.0,500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AL04,1992,1.0,0,1.0,1.0,1.0,1013.8082191780821,0.0,0.0,1.0,1.0,1.0,485.4756097560976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL04,1994,1.0,0,1.0,1.0,0.0,1075.768115942029,0.0,0.0,1.0,1.0,0.0,541.1764705882352,458.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL04,1996,1.0,0,3.0,5.0,3.0,2146.593886462882,1968.2857142857142,0.0,1.5,5.0,5.0,594.8669201520912,445.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0
AL04,1998,1.0,0,1.5,3.0,2.0,2159.8281690140843,1937.5,0.0,1.5,3.0,1.0,577.8546195652174,291.6666666666667,722.75,0.0,0.0,0.0,0.0,0.0,0.0
AL04,2000,1.0,0,1.5,2.0,1.0,2220.010101010101,0.0,9408.5,1.0,1.0,1.0,627.4592074592075,562.5,637.5,0.0,0.0,0.0,0.0,0.0,0.0
AL04,2002,1.0,0,1.0,1.0,1.0,1185.746835443038,0.0,2250.0,1.0,0.0,1.0,534.9868421052631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL04,2004,1.0,0,1.5,1.0,1.0,1651.4352941176471,0.0,0.0,1.0,1.0,1.0,695.3671497584542,0.0,683.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0
AL05,1980,1.0,0,1.0,1.0,0.0,266.6393442622951,0.0,0.0,1.0,1.0,0.0,500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AL05,1982,1.0,0,1.0,1.0,1.0,435.2291666666667,0.0,0.0,1.0,1.0,1.0,759.0909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL05,1984,1.0,0,1.0,1.0,0.0,599.6491228070175,0.0,0.0,1.0,1.0,0.0,666.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL05,1986,1.0,0,1.0,1.0,0.0,742.1700680272108,0.0,0.0,1.0,1.0,0.0,666.6666666666666,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL05,1988,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,709.9642857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL05,1990,1.0,0,2.5,6.0,2.0,1390.7103825136612,1628.8461538461538,0.0,2.0,7.0,2.0,496.1363636363636,394.44444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL05,1992,1.0,0,1.0,2.0,1.0,1112.7142857142858,0.0,0.0,1.0,1.0,1.0,435.8426966292135,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0
AL05,1994,1.0,0,1.0,1.0,1.0,1887.3284671532847,0.0,0.0,1.0,1.0,2.0,528.6588541666666,375.0,464.2857142857143,0.0,0.0,0.0,0.0,0.0,0.0
AL05,1996,1.0,0,1.5,1.0,2.0,1696.2585365853658,0.0,0.0,1.0,1.0,3.0,594.083870967742,475.875,592.8378378378378,0.0,0.0,0.0,0.0,0.0,0.0
AL05,1998,1.0,0,1.0,1.0,1.0,2062.829383886256,0.0,0.0,1.0,1.0,1.0,510.84638554216866,405.35714285714283,641.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0
AL05,2000,1.0,0,1.0,1.0,1.0,1387.8926553672316,5470.5,0.0,1.0,1.0,0.0,751.8051282051282,647.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL05,2002,1.0,0,1.5,1.0,2.0,1477.1632653061224,7012.0,0.0,1.0,1.0,1.0,647.3690987124463,650.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AL05,2004,1.0,0,1.0,1.0,0.0,1726.4471544715448,1000.0,0.0,1.5,1.0,3.0,1048.1495327102805,632.1428571428571,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AL06,1980,1.0,0,1.5,1.0,2.0,995.0263157894736,0.0,346.75,1.5,1.0,2.0,563.4328358208955,0.0,463.8888888888889,1.0,0.0,2.0,116.66666666666667,0.0,0.0
AL06,1982,1.0,0,1.0,1.0,1.0,1108.9345238095239,0.0,0.0,1.0,2.0,1.0,756.2727272727273,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0
AL06,1984,1.0,0,1.0,1.0,1.0,4125.015267175572,0.0,0.0,1.0,1.0,1.0,698.3863636363636,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL06,1986,1.0,0,1.0,1.0,0.0,809.6101694915254,0.0,0.0,1.0,1.0,0.0,666.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL06,1988,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL06,1990,1.0,0,1.0,1.0,0.0,1089.915254237288,0.0,0.0,1.0,1.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL06,1992,1.0,0,1.5,1.0,4.0,1749.4489795918366,0.0,1160.0,1.0,1.0,4.0,539.3836477987421,0.0,513.3333333333334,1.0,0.0,0.0,50.0,0.0,0.0
AL06,1994,1.0,0,1.0,2.0,1.0,1081.5714285714287,0.0,5107.5,1.0,0.0,1.0,634.0225563909775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL06,1996,1.0,0,1.0,1.0,2.0,1119.4175824175825,0.0,6576.5,1.0,1.0,1.0,642.8535564853556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL06,1998,1.0,0,1.5,2.0,1.0,1402.1754385964912,985.5,60431.0,1.5,2.0,1.0,542.0398009950248,0.0,431.25,0.0,0.0,0.0,0.0,0.0,0.0
AL06,2000,1.0,0,1.0,0.0,1.0,1812.2293577981652,0.0,32720.0,1.0,0.0,1.0,587.6811594202899,0.0,333.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0
AL06,2002,1.0,0,1.0,0.0,1.0,2225.8439716312055,0.0,32755.0,1.0,0.0,1.0,723.0769230769231,0.0,460.7142857142857,0.0,0.0,0.0,0.0,0.0,0.0
AL06,2004,1.0,0,1.0,0.0,2.0,2421.4039735099336,0.0,0.0,1.0,0.0,2.0,895.5952380952381,0.0,656.7857142857143,0.0,0.0,2.0,0.0,0.0,0.0
AL07,1980,1.0,0,1.0,1.0,0.0,432.1374045801527,0.0,0.0,1.0,1.0,0.0,413.42857142857144,1000.0,0.0,1.0,1.0,0.0,130.28571428571428,0.0,0.0
AL07,1982,1.0,0,2.0,2.0,0.0,331.92857142857144,0.0,0.0,1.0,2.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL07,1984,1.0,0,2.0,1.0,0.0,569.810650887574,0.0,0.0,1.0,1.0,0.0,500.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL07,1986,1.0,0,2.0,3.0,2.0,1095.6545454545455,830.5555555555555,0.0,2.0,4.0,2.0,772.6470588235294,416.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL07,1988,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,704.5454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL07,1990,1.0,0,1.0,1.0,0.0,1132.923076923077,0.0,0.0,1.0,1.0,1.0,294.22535211267603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL07,1992,1.0,0,2.6666666666666665,7.0,2.0,1536.7009345794393,1080.28,0.0,1.3333333333333333,7.0,1.0,410.5,619.047619047619,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AL07,1994,1.0,0,2.0,3.0,0.0,1541.7368421052631,3098.0,0.0,2.0,2.0,0.0,394.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL07,1996,1.0,0,1.5,2.0,2.0,1319.857142857143,2500.0,0.0,1.0,1.0,4.0,567.8396226415094,0.0,437.5,0.0,0.0,0.0,0.0,0.0,0.0
AL07,1998,1.0,0,1.0,1.0,0.0,1103.0625,0.0,0.0,1.0,1.0,0.0,458.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL07,2000,1.0,0,1.5,2.0,0.0,1507.7173913043478,983.3333333333334,0.0,1.0,2.0,1.0,763.7931034482758,666.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL07,2002,1.0,0,2.0,2.0,1.0,1730.9859154929577,2543.125,0.0,2.0,3.0,0.0,638.6075949367089,575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL07,2004,1.0,0,1.0,1.0,0.0,1543.1132075471698,0.0,0.0,1.0,1.0,0.0,669.2560975609756,950.0,0.0,1.0,0.0,0.0,104.0,0.0,0.0
AR01,1980,1.0,0,1.0,1.0,0.0,460.29411764705884,0.0,0.0,1.0,1.0,0.0,341.6666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AR01,1982,1.0,0,1.0,1.0,1.0,1309.053846153846,0.0,0.0,1.0,1.0,1.0,716.9548872180451,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR01,1984,1.0,0,1.0,1.0,0.0,679.5555555555555,0.0,0.0,1.0,1.0,0.0,900.0,687.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR01,1986,1.0,0,1.5,2.0,1.0,1063.1575342465753,1762.5,0.0,1.0,2.0,0.0,673.9130434782609,718.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR01,1988,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,653.8461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR01,1990,1.0,0,2.0,2.0,1.0,1221.119266055046,1220.0,0.0,1.0,2.0,1.0,414.35185185185185,583.2666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AR01,1992,1.0,0,1.5,3.0,1.0,954.4761904761905,1480.0,0.0,1.5,4.0,0.0,421.4321428571429,700.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AR01,1994,1.0,0,1.5,3.0,0.0,1082.6119402985075,862.5,0.0,1.0,2.0,1.0,455.8150470219436,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR01,1996,1.0,0,2.0,4.0,1.0,1936.3041825095056,1345.3846153846155,0.0,1.0,4.0,1.0,505.6774647887324,439.4736842105263,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
AR01,1998,1.0,0,1.0,1.0,0.0,1048.4788732394366,0.0,0.0,1.0,1.0,0.0,761.7647058823529,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR01,2000,1.0,0,1.0,1.0,1.0,1332.5906735751296,15945.0,0.0,1.0,1.0,1.0,532.47601010101,725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR01,2002,1.0,0,1.0,1.0,1.0,1314.5616438356165,16080.5,0.0,1.0,1.0,1.0,625.6422018348624,708.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR01,2004,1.0,0,1.0,1.0,0.0,1619.3584905660377,0.0,0.0,1.0,2.0,1.0,610.3423423423424,797.2222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR02,1980,1.0,0,1.5,2.0,1.0,471.7669902912621,0.0,0.0,1.5,1.0,1.0,566.8181818181819,0.0,210.83333333333334,0.0,0.0,1.0,0.0,0.0,113.0
AR02,1982,1.0,0,1.0,1.0,1.0,679.3376623376623,0.0,0.0,1.0,0.0,1.0,655.1724137931035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR02,1984,1.0,0,2.5,5.0,1.0,940.3374485596707,1313.111111111111,0.0,1.0,5.0,1.0,820.569105691057,316.6666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AR02,1986,1.0,0,2.0,3.0,2.0,1320.1756756756756,750.0,0.0,1.5,2.0,2.0,733.4782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR02,1988,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,856.0344827586207,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR02,1990,1.0,0,1.5,2.0,3.0,1885.5579710144928,0.0,158.5,1.5,1.0,3.0,570.0798969072165,1000.0,369.52941176470586,0.0,0.0,0.0,0.0,0.0,0.0
AR02,1992,1.0,0,1.0,2.0,0.0,1355.025,0.0,0.0,1.0,1.0,1.0,573.1638418079096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR02,1994,1.0,0,1.0,1.0,0.0,913.4148936170212,0.0,0.0,1.0,1.0,1.0,544.6014492753624,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR02,1996,1.0,0,2.5,4.0,5.0,2531.9162011173185,892.6923076923077,100.0,1.0,5.0,5.0,573.2699619771863,430.8837209302326,666.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0
AR02,1998,1.0,0,1.0,1.0,2.0,2193.5962962962963,0.0,0.0,1.5,1.0,1.0,543.163080407701,225.0,1000.0,0.0,1.0,0.0,0.0,0.0,0.0
AR02,2000,1.0,0,1.0,1.0,2.0,1373.6422764227643,10250.0,0.0,1.0,1.0,2.0,498.6806387225549,1000.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0
AR02,2002,1.0,0,1.0,2.0,0.0,1457.8,15376.75,0.0,1.0,2.0,0.0,750.0,434.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR02,2004,1.0,0,1.0,1.0,2.0,1999.021897810219,0.0,500.0,1.0,1.0,2.0,607.2212276214834,625.0,1081.8181818181818,0.0,0.0,0.0,0.0,0.0,0.0
AR03,1980,1.0,0,1.0,0.0,1.0,569.8235294117648,0.0,0.0,1.0,0.0,1.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR03,1982,1.0,0,1.0,2.0,1.0,893.0642201834862,0.0,0.0,1.0,2.0,1.0,649.8461538461538,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
AR03,1984,1.0,0,1.0,0.0,1.0,603.578947368421,0.0,0.0,1.0,0.0,1.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR03,1986,1.0,0,1.0,0.0,1.0,675.5824175824176,0.0,0.0,1.0,0.0,1.0,757.8947368421053,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
AR03,1988,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,663.8653846153846,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0
AR03,1990,1.0,0,1.0,0.0,1.0,1322.4545454545455,0.0,0.0,1.0,0.0,1.0,708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR03,1992,1.0,0,2.5,3.0,4.0,1998.048611111111,0.0,1000.0,1.0,4.0,4.0,521.4021447721179,387.5,454.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0
AR03,1994,1.0,0,1.0,2.0,2.0,1890.8857142857144,0.0,0.0,1.5,1.0,2.0,486.14925373134326,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0
AR03,1996,1.0,0,1.3333333333333333,2.0,1.0,2070.0152671755727,0.0,0.0,1.3333333333333333,1.0,1.0,535.0645695364238,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0
AR03,1998,1.0,0,1.0,0.0,1.0,1299.607594936709,0.0,81017.5,1.0,0.0,1.0,592.074074074074,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0
AR03,2000,1.0,0,1.0,0.0,1.0,1427.679012345679,0.0,21493.0,1.0,0.0,1.0,703.6585365853658,0.0,516.1764705882352,0.0,0.0,1.0,0.0,0.0,0.0
AR03,2002,1.0,0,2.5,1.0,4.0,1704.1666666666667,0.0,4923.416666666667,1.0,1.0,5.0,610.1829268292682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
